Series Name,"Country Name","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Population ages 00-04, male","Monaco","739","750","778","792","805","800","755","688","649","677","735","784","818","833","826","816","831","859","883","914","940","924","915","924","927"
"Population ages 00-04, male","Mongolia","122543","120626","119679","119437","119843","120713","122223","125251","130485","138400","148486","157634","165512","174373","183095","190110","196834","202409","204608","204986","201857","195371","188943","182941","176728"
"Population ages 00-04, male","Montenegro","20904","20625","20524","20613","20736","20729","20469","20047","19705","19623","19757","19963","20106","20124","20063","19999","20015","19997","19822","19586","19366","19133","18927","18751","18516"
"Population ages 00-04, male","Morocco","1626949","1623888","1616973","1603323","1592842","1591597","1596805","1610878","1633818","1661326","1689584","1713609","1729702","1736041","1732007","1719736","1704984","1691721","1681329","1673906","1666206","1655156","1640554","1624002","1606550"
"Population ages 00-04, male","Mozambique","1600893","1640561","1677749","1712965","1746970","1781031","1816869","1857603","1909947","1976103","2050232","2127800","2205312","2275621","2333685","2384632","2435282","2487560","2542146","2600631","2662456","2725310","2788188","2849450","2907985"
"Population ages 00-04, male","Myanmar","2491501","2487839","2488596","2488303","2480215","2462737","2436908","2406130","2368038","2336868","2321724","2311371","2302877","2297072","2294144","2295561","2303520","2313855","2321582","2324854","2321439","2310571","2295431","2279294","2262003"
"Population ages 00-04, male","Namibia","129894","131090","131991","131728","130593","129741","129941","131438","134114","137650","141645","146066","151310","156823","161951","166602","171197","176329","181580","186521","192418","199448","204279","204609","202998"
"Population ages 00-04, male","Nauru","704","679","650","633","631","637","649","669","694","728","779","842","887","899","892","874","846","819","793","782","772","756","752","751","750"
"Population ages 00-04, male","Nepal","1841684","1820225","1799123","1777575","1752777","1722961","1689389","1656474","1624922","1594514","1567997","1546165","1528929","1516511","1509373","1507246","1506242","1501421","1492353","1480809","1464876","1452421","1443308","1431934","1411494"
"Population ages 00-04, male","Netherlands","512392","519486","524335","525664","521809","512674","501302","490014","480694","475496","473340","471841","469473","464505","458497","453492","449972","448103","446551","444923","442964","444217","448411","450131","450985"
"Population ages 00-04, male","New Caledonia","11651","11732","11705","11629","11543","11409","11290","11241","11202","11189","11283","11469","11664","11836","11889","11705","11404","11125","10886","10715","10651","10629","10616","10643","10635"
"Population ages 00-04, male","New Zealand","145575","143955","143890","144612","145255","145561","147102","150267","154088","157763","161006","162425","161703","159709","158047","156861","156690","156866","156911","156653","157473","155421","153018","154958","156559"
"Population ages 00-04, male","Nicaragua","345031","341784","338057","334694","332098","330737","331231","333254","335788","338139","339948","341327","342458","343154","343416","343262","342790","342051","341002","339691","338321","336844","335211","333724","332511"
"Population ages 00-04, male","Niger","1191889","1239868","1288453","1337638","1387726","1439413","1492640","1547183","1603002","1659989","1717769","1775512","1832785","1889646","1945631","2000401","2054071","2105464","2152869","2196170","2236554","2275199","2317851","2369724","2428334"
"Population ages 00-04, male","Nigeria","11263929","11609067","11981351","12378302","12781321","13169795","13547817","13922916","14301736","14685350","15062506","15429464","15777250","16085422","16357171","16587655","16751595","16853189","16904274","16898430","16850028","16826998","16868030","16969739","17124785"
"Population ages 00-04, male","North Macedonia","76219","74179","71878","70674","68732","66039","63464","61109","58994","58089","58659","59256","59524","59774","59688","59090","58332","57454","56217","54721","53079","51740","50727","49234","46537"
"Population ages 00-04, male","Northern Mariana Islands","3124","3208","3257","3236","3160","3012","2824","2665","2555","2494","2504","2548","2547","2492","2394","2263","2117","1985","1872","1775","1732","1726","1697","1653","1591"
"Population ages 00-04, male","Norway","154842","153167","150796","149234","148272","147219","147329","149106","151541","154366","157170","159061","160264","160421","159146","157467","156240","154886","152883","150631","147506","144695","143128","141775","140991"
"Population ages 00-04, male","Oman","138738","136133","134476","132940","131864","131992","133106","135244","138482","142656","148067","157174","166870","175768","185850","195572","204303","212647","219337","223603","224081","223091","221835","217885","217404"
"Population ages 00-04, male","Pakistan","12772228","12959894","13121475","13267266","13372847","13440203","13548251","13749555","14035120","14399174","14815331","15199776","15496434","15690230","15791404","15815158","15777421","15740556","15742213","15772049","15842160","15970353","16121105","16257247","16355199"
"Population ages 00-04, male","Palau","708","696","697","698","693","683","674","670","669","663","653","637","613","605","628","646","637","616","591","561","538","524","512","505","501"
"Population ages 00-04, male","Panama","173750","175304","176758","178138","179622","181103","182397","183696","185110","186442","187825","189668","191733","193623","195361","196980","198199","198899","199011","197900","195227","191625","187942","184659","182539"
"Population ages 00-04, male","Papua New Guinea","431702","444536","456343","468516","480554","492458","504182","515253","525870","536297","546687","557099","567254","576901","586074","594280","601278","607536","613300","618506","623407","628019","632136","635246","637429"
"Population ages 00-04, male","Paraguay","347809","344606","339972","334105","328041","323036","319201","316584","315435","315457","316212","317931","320883","324393","328244","333083","338390","342968","346559","348808","349593","349419","348612","347382","345795"
"Population ages 00-04, male","Peru","1570857","1558518","1544321","1531342","1522364","1516327","1512942","1511941","1509408","1501448","1487107","1471353","1454831","1437684","1421876","1408171","1395500","1384518","1380141","1378802","1376666","1375133","1373378","1370861","1367569"
"Population ages 00-04, male","Philippines","5722105","5770697","5821186","5866503","5906377","5939019","5974100","6019668","6079196","6157962","6251148","6327456","6377142","6398103","6367313","6268780","6128453","5991501","5877796","5800653","5666445","5428615","5174135","4941717","4742253"
"Population ages 00-04, male","Poland","1033643","1001228","970634","945757","929003","920375","920312","932011","957141","977482","1007670","1045906","1052015","1040161","1019380","999949","986230","976879","971863","971697","956526","928171","898135","862433","820617"
"Population ages 00-04, male","Portugal","283980","285567","288901","290970","289869","285893","281293","276008","270472","265131","258635","254046","250726","243435","234801","227391","221175","217535","217305","219270","220246","219660","219022","221722","224242"
"Population ages 00-04, male","Puerto Rico","151437","148909","145362","141061","136331","131275","126255","121983","118677","116428","114003","109282","103226","96738","89520","82604","76548","70483","63990","61407","57877","54128","51168","49672","48926"
"Population ages 00-04, male","Qatar","28019","28995","30030","30972","31809","34023","35944","37341","40550","44427","44502","45950","49777","54789","59189","62880","66385","68043","68733","72066","79809","71914","73536","70714","74276"
"Population ages 00-04, male","Romania","583841","571973","559373","553860","548142","543078","541317","536778","532407","534205","535324","531767","526793","521204","513477","507449","506674","509174","512163","514941","514546","507454","496585","486907","478592"
"Population ages 00-04, male","Russian Federation","3270140","3239573","3273133","3362357","3477072","3580354","3660170","3753861","3866131","3989976","4088777","4211957","4381677","4521947","4640904","4769532","4860027","4828960","4700596","4518455","4287709","4049103","3837769","3659470","3514984"
"Population ages 00-04, male","Rwanda","684644","689052","700787","723051","748904","772776","792377","807478","819770","829298","835442","837706","837143","839475","846904","857640","871482","886802","900577","912191","922567","931083","939313","948116","956627"
"Population ages 00-04, male","Samoa","14122","14156","14041","13840","13639","13478","13397","13402","13496","13692","13981","14330","14604","14763","14921","15057","15097","15037","15015","15089","15157","15102","14919","14642","14269"
"Population ages 00-04, male","San Marino","731","744","756","769","816","829","840","870","884","925","929","876","863","851","837","811","774","758","720","669","640","610","591","575","554"
